pert_id	cmap_name	moa	canonical_smiles	inchi_key	moa_l1000	moa_image
BRD-K00494077	trovafloxacin		N[C@H]1[C@@H]2CN(C[C@H]12)c1nc2n(cc(C(O)=O)c(=O)c2cc1F)-c1ccc(F)cc1F	WVPSKSLAZQPAKQ-CDMJZVDBSA-N	Bacterial DNA gyrase inhibitor	bacterial DNA gyrase inhibitor
BRD-K06294530	UK-383367		NC(=O)c1noc(n1)[C@H](CCCC1CCCCC1)CC(=O)NO	ARJCBSRIPGJMAD-LLVKDONJSA-N		procollagen C-endopeptidase inhibitor
BRD-K45245728	ursodeoxycholyltaurine		C[C@H](CCC(=O)NCCS(O)(=O)=O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	BHTRKEVKTKCXOH-LBSADWJPSA-N	Cholesterol inhibitor	cholesterol inhibitor
BRD-K87300616	ursodiol		C[C@H](CCC(O)=O)[C@@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@@H]3CC[C@]12C	RUDATBOHQWOJDD-QLEQUTGBSA-N	Nuclear factor erythroid derived, like (NRF2) activator	11-beta hydroxysteroid dehydrogenase inhibitor|FXR agonist
BRD-K40227168	vinburnine		CC[C@@]12CCCN3CCc4c([C@H]13)n(C(=O)C2)c1ccccc41	WYJAPUKIYAZSEM-MOPGFXCFSA-N	Adrenergic receptor antagonist	adrenergic receptor antagonist
BRD-K70610771	VX-222		C[C@H]1CC[C@@H](CC1)C(=O)N([C@@H]1CC[C@H](O)CC1)c1cc(sc1C(O)=O)C#CC(C)(C)C	WPMJNLCLKAKMLA-UGLKCIBTSA-N		HCV inhibitor
BRD-K45875383	XBD-173		CCN(Cc1ccccc1)C(=O)Cn1c2nc(ncc2n(C)c1=O)-c1ccccc1	NBMBIEOUVBHEBM-UHFFFAOYSA-N	Benzodiazepine receptor ligand	benzodiazepine receptor ligand
BRD-A03506276	XL-888		CC[C@@H](C)Nc1cc(C(=O)NC2CC3CCC(C2)N3c2ccc(cn2)C(=O)C2CC2)c(C)cc1C(N)=O	LHGWWAFKVCIILM-LAQKFSSHSA-N	HSP inhibitor	HSP inhibitor
BRD-K85925969	zalcitabine		Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1	WREGKURFCTUGRC-POYBYMJQSA-N	Nucleoside reverse transcriptase inhibitor	nucleoside reverse transcriptase inhibitor
BRD-A33692381	zidovudine		Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O	HBOMLICNUCNMMY-UHFFFAOYSA-N	Reverse transcriptase inhibitor	nucleoside reverse transcriptase inhibitor
BRD-K67525671	ZK-200775		OP(O)(=O)Cn1c2cc(N3CCOCC3)c(cc2[nH]c(=O)c1=O)C(F)(F)F	WZMQMKNCWDCCMT-UHFFFAOYSA-N		kainate receptor antagonist
BRD-K91825936	ZK-811752		C[C@@H]1CN(Cc2ccc(F)cc2)CCN1C(=O)COc1ccc(Cl)cc1NC(N)=O	XQYASZNUFDVMFH-CQSZACIVSA-N	CC chemokine receptor antagonist	CC chemokine receptor antagonist
BRD-K78010432	furosemide	Diuretic	NS(=O)(=O)c1cc(C(O)=O)c(NCc2ccco2)cc1Cl	ZZUFCTLCJUWOSV-UHFFFAOYSA-N	Diuretic	diuretic
BRD-K94397152	ribavirin	Antiviral	NC(=O)c1ncn(n1)[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O	IWUCXVSUMQZMFG-DJSMDIAISA-N	Antiviral	antiviral
BRD-K72093121	vidarabine	Antiviral	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O	OIRDTQYFTABQOQ-UHTZMRCNSA-N	Antiviral	adenosine receptor agonist
BRD-K43164539	cholic-acid	Bile acid	C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	BHQCQFFYRZLCQQ-OELDTZBJSA-N	Bile acid	bile acid
BRD-A97502381	cyanocobalamin	Vitamin B	C[C@H](CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)[C@@H]2[N+]3=C1C(C)=C1[C@@H](CCC(N)=O)C(C)(C)C4=[N+]1[Co]31(C#N)N3C([C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@]23C)=C(C)C2=[N+]1C(=C4)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O)OP(O)(=O)O[C@@H]1[C@H](CO)O[C@@H]([C@@H]1O)n1cnc2cc(C)c(C)cc12	FMCRMSOQAVOHRD-SBGISONWSA-M	Methylmalonyl CoA mutase stimulant|Vitamin B	
BRD-K60237333	niacin	Vitamin B	OC(=O)c1cccnc1	PVNIIMVLHYAWGP-UHFFFAOYSA-N	NAD precursor with lipid lowering effects|Vitamin B	NAD precursor|vitamin B
BRD-A76747559	rutin	Antioxidant	C[C@@H]1O[C@@H](OC[C@H]2OC(Oc3c(oc4cc(O)cc(O)c4c3=O)-c3ccc(O)c(O)c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O	IKGXIBQEEMLURG-KUKMIBIMSA-N	Antioxidant|Capillary stabilizing agent|Nitric oxide scavenger	antioxidant|capillary stabilizing agent|nitric oxide scavenger
BRD-K26657438	imiquimod	TLR agonist	CC(C)Cn1cnc2c(N)nc3ccccc3c12	DOUYETYNHWVLEO-UHFFFAOYSA-N	Interferon inducer|TLR agonist	interferon inducer|toll-like receptor agonist
BRD-K06902185	minoxidil	Vasodilator	Nc1cc(nc(N)[n+]1[O-])N1CCCCC1	ZFMITUMMTDLWHR-UHFFFAOYSA-N	KATP activator|Kir6 channel (KATP) activator|Vasodilator	KATP activator|Kir6 channel (KATP) activator|vasodilator
BRD-K84925803	T-5224	AP inhibitor	OC(=O)CCc1cc(ccc1OCc1ccc2c(O)noc2c1)C(=O)c1ccc(OC2CCCC2)cc1O	DALCQQSLNPLQFZ-UHFFFAOYSA-N		AP inhibitor
BRD-K12219985	glipizide	Sulfonylurea	Cc1cnc(cn1)C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1	ZJJXGWJIGJFDTL-UHFFFAOYSA-N	Sulfonylurea	sulfonylurea
BRD-K80396088	gliquidone	Sulfonylurea	COc1ccc2c(c1)C(=O)N(CCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1)C(=O)C2(C)C	LLJFMFZYVVLQKT-UHFFFAOYSA-N	Sulfonylurea	sulfonylurea
BRD-K50590187	capsaicin	TRPV agonist	COc1cc(CNC(=O)CCCCC=CC(C)C)ccc1O	YKPUWZUDDOIDPM-SOFGYWHQSA-N	TRPV agonist	TRPV agonist
BRD-K32744045	disulfiram	TRPV agonist	CCN(CC)C(=S)SSC(=S)N(CC)CC	AUZONCFQVSMFAP-UHFFFAOYSA-N	Aldehyde dehydrogenase inhibitor|DNA methyltransferase inhibitor|TRPV agonist	aldehyde dehydrogenase inhibitor|DNA methyltransferase inhibitor|TRPV agonist
BRD-K27955832	lomeguatrib	AGT inhibitor	Nc1nc(OCc2cc(Br)cs2)c2[nH]cnc2n1	JUJPKFNFCWJBCX-UHFFFAOYSA-N	O6-alkylguanine-DNA alkyltransferase inhibitor	O6-alkylguanine-DNA alkyltransferase inhibitor
BRD-K11267252	alectinib	ALK inhibitor	CCc1cc2C(=O)c3c([nH]c4cc(ccc34)C#N)C(C)(C)c2cc1N1CCC(CC1)N1CCOCC1	KDGFLJKFZUIJMX-UHFFFAOYSA-N	ALK tyrosine kinase receptor inhibitor	ALK tyrosine kinase receptor inhibitor
BRD-K72827473	CEP-37440	ALK inhibitor	CNC(=O)c1ccccc1Nc1nc(Nc2ccc3C[C@H](CCCc3c2OC)N2CCN(CCO)CC2)ncc1Cl	BCSHRERPHLTPEE-NRFANRHFSA-N		ALK tyrosine kinase receptor inhibitor
BRD-K78431006	crizotinib	ALK inhibitor	C[C@@H](Oc1cc(cnc1N)-c1cnn(c1)C1CCNCC1)c1c(Cl)ccc(F)c1Cl	KTEIFNKAUNYNJU-GFCCVEGCSA-N	ALK tyrosine kinase receptor inhibitor	ALK tyrosine kinase receptor inhibitor
BRD-K71480163	GDC-0068	Akt inhibitor	CC(C)NC[C@@H](C(=O)N1CCN(CC1)c1ncnc2[C@@H](O)C[C@@H](C)c12)c1ccc(Cl)cc1	GRZXWCHAXNAUHY-AHRSYUTCSA-N		AKT inhibitor
BRD-K68065987	MK-2206	Akt inhibitor	NC1(CCC1)c1ccc(cc1)-c1nc2ccn3c(n[nH]c3=O)c2cc1-c1ccccc1	ULDXWLCXEDXJGE-UHFFFAOYSA-N	AKT inhibitor	AKT inhibitor
BRD-A22769835	homochlorcyclizine	Antihistamine	CN1CCCN(CC1)C(c1ccccc1)c1ccc(Cl)cc1	WEUCDJCFJHYFRL-UHFFFAOYSA-N	Antihistamine	antihistamine
BRD-K56301217	ABT-737	BCL inhibitor	CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1	HPLNQCPCUACXLM-PGUFJCEWSA-N	BCL inhibitor	BCL inhibitor
BRD-K82746043	navitoclax	BCL inhibitor	CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1	JLYAXFNOILIKPP-KXQOOQHDSA-N	BCL inhibitor	BCL inhibitor
BRD-K87782578	AVL-292	BTK inhibitor	COCCOc1ccc(Nc2ncc(F)c(Nc3cccc(NC(=O)C=C)c3)n2)cc1	KXBDTLQSDKGAEB-UHFFFAOYSA-N		Bruton's tyrosine kinase (BTK) inhibitor
BRD-A30984645	GDC-0834	BTK inhibitor	CN1CCN(C)C(=O)C1c1ccc(Nc2nc(cn(C)c2=O)-c2cccc(NC(=O)c3cc4CCCCc4s3)c2C)cc1	CDOOFZZILLRUQH-UHFFFAOYSA-N		Bruton's tyrosine kinase (BTK) inhibitor
BRD-K87909389	alvocidib	CDK inhibitor	CN1CC[C@@H]([C@H](O)C1)c1c(O)cc(O)c2c1oc(cc2=O)-c1ccccc1Cl	BIIVYFLTOXDAOV-YVEFUNNKSA-N	CDK inhibitor	CDK inhibitor
BRD-K13390322	AT-7519	CDK inhibitor	Clc1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCNCC1	OVPNQJVDAFNBDN-UHFFFAOYSA-N	CDK inhibitor|Cell cycle inhibitor	CDK inhibitor
BRD-K13662825	dinaciclib	CDK inhibitor	CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(nc12)N1CCCC[C@H]1CCO	PIMQWRZWLQKKBJ-SFHVURJKSA-N	CDK inhibitor	CDK inhibitor
BRD-K17894950	indirubin	CDK inhibitor	O=C1Nc2ccccc2C1=C1Nc2ccccc2C1=O	CRDNMYFJWFXOCH-YPKPFQOOSA-N	CDK inhibitor|Glycogen synthase kinase inhibitor	CDK inhibitor|glycogen synthase kinase inhibitor
BRD-K51313569	palbociclib	CDK inhibitor	CC(=O)c1c(C)c2cnc(Nc3ccc(cn3)N3CCNCC3)nc2n(C2CCCC2)c1=O	AHJRHEGDXFFMBM-UHFFFAOYSA-N	CDK inhibitor	CDK inhibitor
BRD-K64800655	PHA-793887	CDK inhibitor	CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C	HUXYBQXJVXOMKX-UHFFFAOYSA-N	CDK inhibitor	CDK inhibitor
BRD-K60997853	PHA-848125	CDK inhibitor	CNC(=O)c1nn(C)c-2c1C(C)(C)Cc1cnc(Nc3ccc(cc3)N3CCN(C)CC3)nc-21	RXZMYLDMFYNEIM-UHFFFAOYSA-N		CDK inhibitor|growth factor receptor inhibitor
BRD-K07691486	roscovitine	CDK inhibitor	CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1	BTIHMVBBUGXLCJ-OAHLLOKOSA-N	CDK inhibitor	CDK inhibitor
BRD-K86525559	AZD-7762	CHK inhibitor	NC(=O)Nc1cc(sc1C(=O)N[C@H]1CCCNC1)-c1cccc(F)c1	IAYGCINLNONXHY-LBPRGKRZSA-N	CHK inhibitor	CHK inhibitor
BRD-K00077635	estramustine-phosphate	DNA inhibitor	C[C@]12CC[C@H]3[C@@H](CCc4cc(OC(=O)N(CCCl)CCCl)ccc34)[C@@H]1CC[C@@H]2OP(O)(O)=O	ADFOJJHRTBFFOF-RBRWEJTLSA-N	DNA synthesis inhibitor|Microtubule inhibitor|DNA alkylating drug|DNA inhibitor|Estrogen receptor agonist	DNA synthesis inhibitor|microtubule inhibitor
BRD-K72951360	valrubicin	DNA inhibitor	CCCCC(=O)OCC(=O)[C@@]1(O)C[C@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)c2c(O)c3C(=O)c4c(OC)cccc4C(=O)c3c(O)c2C1	ZOCKGBMQLCSHFP-KQRAQHLDSA-N	DNA inhibitor|Topoisomerase inhibitor	DNA inhibitor|topoisomerase inhibitor
BRD-K67680372	CI-966	GAT inhibitor	OC(=O)C1=CCCN(CCOC(c2ccc(cc2)C(F)(F)F)c2ccc(cc2)C(F)(F)F)C1	CMHQDSBIBSKHFP-UHFFFAOYSA-N	GAT inhibitor	GAT inhibitor
BRD-K30466858	ellagic-acid	HCV inhibitor	Oc1cc2c3c(oc(=O)c4cc(O)c(O)c(oc2=O)c34)c1O	AFSDNFLWKVMVRB-UHFFFAOYSA-N	Glutathione transferase inhibitor|Reverse transcriptase inhibitor|Aldose reductase inhibitor|Beta-secretase inhibitor|HCV inhibitor|HIV integrase inhibitor|Quorum sensing signaling modulator	glutathione transferase inhibitor|non-nucleoside reverse transcriptase inhibitor
BRD-A68493689	simeprevir	HCV inhibitor	COc1ccc2c(O[C@@H]3C[C@@H]4C(C3)C(=O)N(C)CCCCC=C/[C@@H]3C[C@]3(NC4=O)C(=O)NS(=O)(=O)C3CC3)cc(nc2c1C)-c1nc(cs1)C(C)C	JTZZSQYMACOLNN-SNWGISBASA-N	HCV inhibitor	HCV inhibitor
BRD-K70463136	BAY-87-2243	HIF inhibitor	Cc1cc(nn1Cc1ccnc(c1)N1CCN(CC1)C1CC1)-c1nc(no1)-c1ccc(OC(F)(F)F)cc1	CDJNNOJINJAXPV-UHFFFAOYSA-N		hypoxia inducible factor inhibitor
BRD-K23499943	alvespimycin	HSP inhibitor	CO[C@H]1C[C@H](C)CC2=C(NCCN(C)C)C(=O)C=C(NC(=O)C(C)=C/C=C[C@H](OC)[C@@H](OC(N)=O)C(C)=C[C@H](C)[C@H]1O)C2=O	KUFRQPKVAWMTJO-TYVPZVKISA-N	HSP inhibitor	HSP inhibitor
BRD-K51967704	BIIB-021	HSP inhibitor	COc1c(C)cnc(Cn2cnc3c(Cl)nc(N)nc23)c1C	QULDDKSCVCJTPV-UHFFFAOYSA-N		HSP inhibitor
BRD-K65928735	AZD-1480	JAK inhibitor	C[C@H](Nc1ncc(Cl)c(Nc2cc(C)[nH]n2)n1)c1ncc(F)cn1	PDOQBOJDRPLBQU-QMMMGPOBSA-N	JAK inhibitor	JAK inhibitor
BRD-K16803204	filgotinib	JAK inhibitor	O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1	RIJLVEAXPNLDTC-UHFFFAOYSA-N	JAK inhibitor	JAK inhibitor
BRD-A27376179	lestaurtinib	JAK inhibitor	C[C@]12OC(C[C@]1(O)CO)n1c3ccccc3c3c4C(=O)NCc4c4c5ccccc5n2c4c13	UIARLYUEJFELEN-DMVVYWCZSA-N	FLT3 inhibitor|Growth factor receptor inhibitor|JAK inhibitor	FLT3 inhibitor|growth factor receptor inhibitor|JAK inhibitor
BRD-K36280065	tofacitinib	JAK inhibitor	C[C@H]1CCN(C[C@@H]1N(C)c1ncnc2[nH]ccc12)C(=O)CC#N	UJLAWZDWDVHWOW-AAEUAGOBSA-N	JAK inhibitor	JAK inhibitor
BRD-K59369769	tozasertib	JAK inhibitor	CN1CCN(CC1)c1cc(Nc2cc(C)[nH]n2)nc(Sc2ccc(NC(=O)C3CC3)cc2)n1	GCIKSSRWRFVXBI-UHFFFAOYSA-N	Aurora kinase inhibitor|Bcr-Abl kinase inhibitor|FLT3 inhibitor|JAK inhibitor	Aurora kinase inhibitor|Bcr-Abl kinase inhibitor|FLT3 inhibitor|JAK inhibitor
BRD-K66538826	amuvatinib	KIT inhibitor	S=C(NCc1ccc2OCOc2c1)N1CCN(CC1)c1ncnc2c3ccccc3oc12	FOFDIMHVKGYHRU-UHFFFAOYSA-N	FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAD51 inhibitor|RET tyrosine kinase inhibitor	FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAD51 inhibitor|RET tyrosine kinase inhibitor
BRD-K86930074	cediranib	KIT inhibitor	COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1	XXJWYDDUDKYVKI-UHFFFAOYSA-N	VEGFR inhibitor|KIT inhibitor	KIT inhibitor|VEGFR inhibitor
BRD-K49328571	dasatinib	KIT inhibitor	Cc1nc(Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)cc(n1)N1CCN(CCO)CC1	ZBNZXTGUTAYRHI-UHFFFAOYSA-N	KIT inhibitor|Src inhibitor|Bcr-Abl kinase inhibitor|Ephrin inhibitor|PDGFR tyrosine kinase receptor inhibitor|Tyrosine kinase inhibitor	Bcr-Abl kinase inhibitor|ephrin inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|SRC inhibitor|tyrosine kinase inhibitor
BRD-K92723993	imatinib	KIT inhibitor	CN1CCN(Cc2ccc(cc2)C(=O)Nc2ccc(C)c(Nc3nccc(n3)-c3cccnc3)c2)CC1	KTUFNOKKBVMGRW-UHFFFAOYSA-N	PDGFR tyrosine kinase receptor inhibitor|Bcr-Abl kinase inhibitor|KIT inhibitor	Bcr-Abl kinase inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor
BRD-K39974922	lenvatinib	KIT inhibitor	COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O	WOSKHXYHFSIKNG-UHFFFAOYSA-N	FGFR inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor	FGFR inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
BRD-K71035033	masitinib	KIT inhibitor	CN1CCN(Cc2ccc(cc2)C(=O)Nc2ccc(C)c(Nc3nc(cs3)-c3cccnc3)c2)CC1	WJEOLQLKVOPQFV-UHFFFAOYSA-N	KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|Src inhibitor	KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|SRC inhibitor
BRD-K13646352	midostaurin	KIT inhibitor	CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)n1c3ccccc3c3c4CNC(=O)c4c4c5ccccc5n2c4c13)N(C)C(=O)c1ccccc1	BMGQWWVMWDBQGC-IIFHNQTCSA-N	FLT3 inhibitor|KIT inhibitor|PKC inhibitor	FLT3 inhibitor|KIT inhibitor|PKC inhibitor
BRD-K74514084	pazopanib	KIT inhibitor	CN(c1ccc2c(C)n(C)nc2c1)c1ccnc(Nc2ccc(C)c(c2)S(N)(=O)=O)n1	CUIHSIWYWATEQL-UHFFFAOYSA-N	VEGFR inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor	KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
BRD-K16730910	regorafenib	KIT inhibitor	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)c(F)c2)ccn1	FNHKPVJBJVTLMP-UHFFFAOYSA-N	FGFR inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAF inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor	FGFR inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAF inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor
BRD-K89162000	tandutinib	KIT inhibitor	COc1cc2c(ncnc2cc1OCCCN1CCCCC1)N1CCN(CC1)C(=O)Nc1ccc(OC(C)C)cc1	UXXQOJXBIDBUAC-UHFFFAOYSA-N	FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor	FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor
BRD-K84564571	telatinib	KIT inhibitor	CNC(=O)c1cc(COc2nnc(Nc3ccc(Cl)cc3)c3ccoc23)ccn1	QFCXANHHBCGMAS-UHFFFAOYSA-N	KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor	KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
BRD-K64925568	AMG-232	MDM inhibitor	CC(C)[C@@H](CS(=O)(=O)C(C)C)N1[C@@H]([C@H](C[C@](C)(CC(O)=O)C1=O)c1cccc(Cl)c1)c1ccc(Cl)cc1	DRLCSJFKKILATL-YWCVFVGNSA-N		MDM inhibitor
BRD-K49865102	PD-0325901	MEK inhibitor	OC[C@@H](O)CONC(=O)c1ccc(F)c(F)c1Nc1ccc(I)cc1F	SUDAHWBOROXANE-SECBINFHSA-N	MEK inhibitor|MAP kinase inhibitor|Protein kinase inhibitor	MEK inhibitor
BRD-K05104363	PD-184352	MEK inhibitor	Fc1ccc(C(=O)NOCC2CC2)c(Nc2ccc(I)cc2Cl)c1F	GFMMXOIFOQCCGU-UHFFFAOYSA-N	MEK inhibitor	MEK inhibitor
BRD-K85751432	refametinib	MEK inhibitor	COc1cc(F)c(F)c(Nc2ccc(I)cc2F)c1NS(=O)(=O)C1(C[C@H](O)CO)CC1	RDSACQWTXKSHJT-NSHDSACASA-N	MEK inhibitor	MEK inhibitor
BRD-K57080016	selumetinib	MEK inhibitor	Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(cc12)C(=O)NOCCO	CYOHGALHFOKKQC-UHFFFAOYSA-N	MEK inhibitor	MEK inhibitor
BRD-K26667523	TAK-733	MEK inhibitor	Cn1c2ncn(C[C@@H](O)CO)c(=O)c2c(Nc2ccc(I)cc2F)c(F)c1=O	RCLQNICOARASSR-SECBINFHSA-N		MEK inhibitor
BRD-A14941520	dofequidar	MRP inhibitor	OC(COc1cccc2ncccc12)CN1CCN(CC1)C(=O)C(c1ccccc1)c1ccccc1	KLWUUPVJTLHYIM-UHFFFAOYSA-N	MRP inhibitor|P-glycoprotein inhibitor	MRP inhibitor|P glycoprotein inhibitor
BRD-K93779381	ingenol-mebutate	PKC activator	CC=C(C)C(=O)O[C@H]1C(C)=C[C@@]23[C@H](C)C[C@@H]4[C@H]([C@H](C=C(CO)[C@@H](O)[C@]12O)C3=O)C4(C)C	VDJHFHXMUKFKET-WDUFCVPESA-N	PKC activator	PKC activator
BRD-K79404599	enzastaurin	PKC inhibitor	Cn1cc(C2=C(C(=O)NC2=O)c2cn(C3CCN(Cc4ccccn4)CC3)c3ccccc23)c2ccccc12	AXRCEOKUDYDWLF-UHFFFAOYSA-N	PKC inhibitor	PKC inhibitor
BRD-K16761703	sotrastaurin	PKC inhibitor	CN1CCN(CC1)c1nc(C2=C(C(=O)NC2=O)c2c[nH]c3ccccc23)c2ccccc2n1	OAVGBZOFDPFGPJ-UHFFFAOYSA-N	PKC inhibitor	PKC inhibitor
BRD-K64890080	BI-2536	PLK inhibitor	CC[C@H]1N(C2CCCC2)c2nc(Nc3ccc(cc3OC)C(=O)NC3CCN(C)CC3)ncc2N(C)C1=O	XQVVPGYIWAGRNI-JOCHJYFZSA-N	PLK inhibitor	PLK inhibitor
BRD-K92428232	GSK-461364	PLK inhibitor	C[C@@H](Oc1cc(sc1C(N)=O)-n1cnc2ccc(CN3CCN(C)CC3)cc12)c1ccccc1C(F)(F)F	ZHJGWYRLJUCMRT-QGZVFWFLSA-N	PLK inhibitor	PLK inhibitor
BRD-K70511574	HMN-214	PLK inhibitor	COc1ccc(cc1)S(=O)(=O)N(C(C)=O)c1ccccc1C=Cc1cc[n+]([O-])cc1	OCKHRKSTDPOHEN-BQYQJAHWSA-N	FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor	PLK inhibitor
BRD-K83699324	NMS-1286937	PLK inhibitor	CN1CCN(CC1)c1ccc(OC(F)(F)F)c(Nc2ncc3CCc4c(nn(CCO)c4-c3n2)C(N)=O)c1	QHLVBNKYJGBCQJ-UHFFFAOYSA-N		PLK inhibitor
BRD-K69776681	volasertib	PLK inhibitor	CC[C@H]1N(C(C)C)c2nc(Nc3ccc(cc3OC)C(=O)N[C@H]3CC[C@@H](CC3)N3CCN(CC4CC4)CC3)ncc2N(C)C1=O	SXNJFOWDRLKDSF-STROYTFGSA-N	PLK inhibitor	PLK inhibitor
BRD-K05804044	AZ-628	RAF inhibitor	Cc1ccc(NC(=O)c2cccc(c2)C(C)(C)C#N)cc1Nc1ccc2ncn(C)c(=O)c2c1	ZGBGPEDJXCYQPH-UHFFFAOYSA-N	RAF inhibitor	RAF inhibitor
BRD-K09951645	dabrafenib	RAF inhibitor	CC(C)(C)c1nc(c(s1)-c1ccnc(N)n1)-c1cccc(NS(=O)(=O)c2c(F)cccc2F)c1F	BFSMGDJOXZAERB-UHFFFAOYSA-N	RAF inhibitor	RAF inhibitor
BRD-K56343971	vemurafenib	RAF inhibitor	CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(cc23)-c2ccc(Cl)cc2)c1F	GPXBXXGIAQBQNI-UHFFFAOYSA-N	RAF inhibitor	RAF inhibitor
BRD-K99964838	bosutinib	Src inhibitor	COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl	UBPYILGKFZZVDX-UHFFFAOYSA-N	Src inhibitor|Abl kinase inhibitor|Bcr-Abl kinase inhibitor	Abl kinase inhibitor|Bcr-Abl kinase inhibitor|SRC inhibitor
BRD-K19540840	saracatinib	Src inhibitor	CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c5OCOc5ccc4Cl)ncnc3c2)CC1	OUKYUETWWIPKQR-UHFFFAOYSA-N	Src inhibitor	SRC inhibitor
BRD-K12735121	TG-100801	Src inhibitor	Cc1cc(cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12)-c1cc(OC(=O)c2ccccc2)ccc1Cl	JMGXJHWTVBGOKG-UHFFFAOYSA-N		SRC inhibitor|VEGFR inhibitor
BRD-K20285085	fostamatinib	Syk inhibitor	COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC	NHHQJBCNYHBUSI-UHFFFAOYSA-N	SYK inhibitor	SYK inhibitor
BRD-K88544581	CI-976	ACAT inhibitor	CCCCCCCCCCC(C)(C)C(=O)Nc1c(OC)cc(OC)cc1OC	WAFNZAURAWBNDZ-UHFFFAOYSA-N	ACAT inhibitor	ACAT inhibitor
